rkf45,2,0.002235
rkf45,2,0.002059
rkf45,2,0.002120
rkf45,2,0.002052
rkf45,2,0.002113
rkf45,2,0.002051
rkf45,2,0.002119
rkf45,2,0.002050
rkf45,2,0.002103
rkf45,2,0.002094
rkf45,2,0.002052
rkf45,2,0.002143
rkf45,2,0.002053
rkf45,2,0.002112
rkf45,2,0.002057
rkf45,2,0.002102
rkf45,2,0.002059
rkf45,2,0.002091
rkf45,2,0.002057
rkf45,2,0.002090
rkf45,2,0.002057
rkf45,2,0.002090
rkf45,2,0.002057
rkf45,2,0.002091
rkf45,2,0.002057
rkf45,2,0.002089
rkf45,2,0.002057
rkf45,2,0.002089
rkf45,2,0.002057
rkf45,2,0.002113
rkf45,2,0.002094
rkf45,2,0.002057
rkf45,2,0.002090
rkf45,2,0.002127
rkf45,2,0.002108
rkf45,2,0.002059
rkf45,2,0.002092
rkf45,2,0.002073
rkf45,2,0.002102
rkf45,2,0.002058
rkf45,2,0.002107
rkf45,2,0.002062
rkf45,2,0.002102
rkf45,2,0.002072
rkf45,2,0.002100
rkf45,2,0.002104
rkf45,2,0.002416
rkf45,2,0.002178
rkf45,2,0.002059
rkf45,2,0.002140
rkf45,2,0.002058
rkf45,2,0.002142
rkf45,2,0.002188
rkf45,2,0.002059
rkf45,2,0.002107
rkf45,2,0.002057
rkf45,2,0.002102
rkf45,2,0.002057
rkf45,2,0.002133
rkf45,2,0.002059
rkf45,2,0.002110
rkf45,2,0.002057
rkf45,2,0.002117
rkf45,2,0.002058
rkf45,2,0.002107
rkf45,2,0.002057
rkf45,2,0.002094
rkf45,2,0.002057
rkf45,2,0.002088
rkf45,2,0.002057
rkf45,2,0.002088
rkf45,2,0.002057
rkf45,2,0.002094
rkf45,2,0.002092
rkf45,2,0.002057
rkf45,2,0.002088
rkf45,2,0.002056
rkf45,2,0.002088
rkf45,2,0.002057
rkf45,2,0.002088
rkf45,2,0.002056
rkf45,2,0.002093
rkf45,2,0.002133
rkf45,2,0.002108
rkf45,2,0.002059
rkf45,2,0.002101
rkf45,2,0.002065
rkf45,2,0.002105
rkf45,2,0.002185
rkf45,2,0.002062
rkf45,2,0.002114
rkf45,2,0.002060
rkf45,2,0.002094
rkf45,2,0.002062
rkf45,2,0.002115
rkf45,2,0.002057
rkf45,2,0.002097
rkf45,2,0.002057
rkf45,2,0.002092
rkf45,2,0.002057
rk4,2,0.000194
rk4,2,0.000078
rk4,2,0.000075
rk4,2,0.000075
rk4,2,0.000075
rk4,2,0.000073
rk4,2,0.000073
rk4,2,0.000073
rk4,2,0.000074
rk4,2,0.000073
rk4,2,0.000073
rk4,2,0.000073
rk4,2,0.000073
rk4,2,0.000074
rk4,2,0.000074
rk4,2,0.000073
rk4,2,0.000073
rk4,2,0.000074
rk4,2,0.000074
rk4,2,0.000074
rk4,2,0.000074
rk4,2,0.000074
rk4,2,0.000074
rk4,2,0.000074
rk4,2,0.000074
rk4,2,0.000074
rk4,2,0.000076
rk4,2,0.000074
rk4,2,0.000075
rk4,2,0.000074
rk4,2,0.000074
rk4,2,0.000074
rk4,2,0.000074
rk4,2,0.000074
rk4,2,0.000074
rk4,2,0.000074
rk4,2,0.000074
rk4,2,0.000074
rk4,2,0.000074
rk4,2,0.000073
rk4,2,0.000073
rk4,2,0.000073
rk4,2,0.000073
rk4,2,0.000073
rk4,2,0.000073
rk4,2,0.000073
rk4,2,0.000073
rk4,2,0.000074
rk4,2,0.000074
rk4,2,0.000128
rk4,2,0.000074
rk4,2,0.000074
rk4,2,0.000073
rk4,2,0.000074
rk4,2,0.000073
rk4,2,0.000073
rk4,2,0.000074
rk4,2,0.000074
rk4,2,0.000074
rk4,2,0.000074
rk4,2,0.000073
rk4,2,0.000073
rk4,2,0.000073
rk4,2,0.000073
rk4,2,0.000074
rk4,2,0.000074
rk4,2,0.000074
rk4,2,0.000074
rk4,2,0.000074
rk4,2,0.000074
rk4,2,0.000074
rk4,2,0.000074
rk4,2,0.000074
rk4,2,0.000073
rk4,2,0.000073
rk4,2,0.000073
rk4,2,0.000073
rk4,2,0.000074
rk4,2,0.000074
rk4,2,0.000074
rk4,2,0.000074
rk4,2,0.000073
rk4,2,0.000073
rk4,2,0.000074
rk4,2,0.000074
rk4,2,0.000074
rk4,2,0.000073
rk4,2,0.000073
rk4,2,0.000073
rk4,2,0.000073
rk4,2,0.000075
rk4,2,0.000073
rk4,2,0.000073
rk4,2,0.000073
rk4,2,0.000074
rk4,2,0.000074
rk4,2,0.000074
rk4,2,0.000073
rk4,2,0.000074
rk4,2,0.000111
rk2,2,0.000081
rk2,2,0.000040
rk2,2,0.000034
rk2,2,0.000033
rk2,2,0.000034
rk2,2,0.000034
rk2,2,0.000033
rk2,2,0.000033
rk2,2,0.000034
rk2,2,0.000033
rk2,2,0.000033
rk2,2,0.000034
rk2,2,0.000034
rk2,2,0.000033
rk2,2,0.000033
rk2,2,0.000034
rk2,2,0.000034
rk2,2,0.000034
rk2,2,0.000033
rk2,2,0.000033
rk2,2,0.000034
rk2,2,0.000034
rk2,2,0.000034
rk2,2,0.000034
rk2,2,0.000034
rk2,2,0.000034
rk2,2,0.000034
rk2,2,0.000034
rk2,2,0.000034
rk2,2,0.000034
rk2,2,0.000034
rk2,2,0.000034
rk2,2,0.000034
rk2,2,0.000034
rk2,2,0.000034
rk2,2,0.000034
rk2,2,0.000034
rk2,2,0.000034
rk2,2,0.000034
rk2,2,0.000034
rk2,2,0.000034
rk2,2,0.000034
rk2,2,0.000034
rk2,2,0.000034
rk2,2,0.000034
rk2,2,0.000034
rk2,2,0.000034
rk2,2,0.000034
rk2,2,0.000034
rk2,2,0.000034
rk2,2,0.000034
rk2,2,0.000034
rk2,2,0.000034
rk2,2,0.000039
rk2,2,0.000033
rk2,2,0.000034
rk2,2,0.000034
rk2,2,0.000034
rk2,2,0.000034
rk2,2,0.000034
rk2,2,0.000040
rk2,2,0.000035
rk2,2,0.000035
rk2,2,0.000033
rk2,2,0.000033
rk2,2,0.000033
rk2,2,0.000033
rk2,2,0.000033
rk2,2,0.000033
rk2,2,0.000033
rk2,2,0.000034
rk2,2,0.000034
rk2,2,0.000034
rk2,2,0.000034
rk2,2,0.000034
rk2,2,0.000033
rk2,2,0.000033
rk2,2,0.000033
rk2,2,0.000033
rk2,2,0.000033
rk2,2,0.000092
rk2,2,0.000034
rk2,2,0.000033
rk2,2,0.000034
rk2,2,0.000034
rk2,2,0.000033
rk2,2,0.000033
rk2,2,0.000033
rk2,2,0.000033
rk2,2,0.000034
